sms_text,category,true_merchant,true_amount
"Dear User, INR 4714 spent on Decathlon at 01-02-2026. Ref: 8932742.",Shopping,Decathlon,4714
Alert: You have spent Rs 524 at Ola on 11-01-2026. Clear bal: Rs. 1200.00,Travel,Ola,524
Acct XX999 debited by Rs 115 for Hotstar on 03-02-2026.,Entertainment,Hotstar,115
Alert: You have spent Rs 657 at SpiceJet on 17-01-2026. Clear bal: Rs. 1200.00,Travel,SpiceJet,657
Rs. 2394 debited from a/c ending XX1234 on 18-01-2026 to Ajio. Avl Bal: Rs 15000.,Shopping,Ajio,2394
"Dear User, INR 1551 spent on Blinkit at 03-02-2026. Ref: 8932742.",Groceries,Blinkit,1551
Alert: You have spent Rs 2505 at H&M on 18-01-2026. Clear bal: Rs. 1200.00,Shopping,H&M,2505
Paid Rs 3796 to Myntra via UPI on 19-01-2026. Txn ID: 998877.,Shopping,Myntra,3796
Paid Rs 1462 to Hotstar via UPI on 14-01-2026. Txn ID: 998877.,Entertainment,Hotstar,1462
UPI txn of Rs 2763 to Myntra on 04-02-2026 is successful.,Shopping,Myntra,2763
Paid Rs 936 to Hotstar via UPI on 21-01-2026. Txn ID: 998877.,Entertainment,Hotstar,936
Rs. 3273 debited from a/c ending XX1234 on 24-01-2026 to Ajio. Avl Bal: Rs 15000.,Shopping,Ajio,3273
UPI txn of Rs 4879 to Ajio on 26-01-2026 is successful.,Shopping,Ajio,4879
Alert: You have spent Rs 92 at Shell Petrol on 10-01-2026. Clear bal: Rs. 1200.00,Travel,Shell Petrol,92
Acct XX999 debited by Rs 1498 for BookMyShow on 09-02-2026.,Entertainment,BookMyShow,1498
You paid Rs 1344 at Myntra via POS on 02-02-2026.,Shopping,Myntra,1344
"Dear User, INR 1023 spent on SpiceJet at 18-01-2026. Ref: 8932742.",Travel,SpiceJet,1023
INR 677 charged on card ending 4455 at IndiGo on 26-01-2026.,Travel,IndiGo,677
You paid Rs 440 at Swiggy via POS on 17-01-2026.,Food,Swiggy,440
Alert: You have spent Rs 1270 at Cafe Coffee Day on 13-01-2026. Clear bal: Rs. 1200.00,Food,Cafe Coffee Day,1270
Txn of INR 649 done at Reliance Fresh on 13-01-2026 using UPI.,Groceries,Reliance Fresh,649
"Dear User, INR 3746 spent on Myntra at 17-01-2026. Ref: 8932742.",Shopping,Myntra,3746
UPI txn of Rs 1437 to Netmeds on 22-01-2026 is successful.,Health,Netmeds,1437
INR 598 charged on card ending 4455 at BigBasket on 21-01-2026.,Groceries,BigBasket,598
Txn of INR 1575 done at Shell Petrol on 29-01-2026 using UPI.,Travel,Shell Petrol,1575
Paid Rs 590 to Subway via UPI on 04-02-2026. Txn ID: 998877.,Food,Subway,590
INR 371 charged on card ending 4455 at Reliance Fresh on 10-01-2026.,Groceries,Reliance Fresh,371
"Dear User, INR 1866 spent on Uber at 05-02-2026. Ref: 8932742.",Travel,Uber,1866
Rs. 158 debited from a/c ending XX1234 on 01-02-2026 to Dominos. Avl Bal: Rs 15000.,Food,Dominos,158
"Dear User, INR 1371 spent on 1mg at 15-01-2026. Ref: 8932742.",Health,1mg,1371
Rs. 629 debited from a/c ending XX1234 on 20-01-2026 to Pizza Hut. Avl Bal: Rs 15000.,Food,Pizza Hut,629
Acct XX999 debited by Rs 479 for Cafe Coffee Day on 03-02-2026.,Food,Cafe Coffee Day,479
UPI txn of Rs 1638 to Metro on 03-02-2026 is successful.,Travel,Metro,1638
INR 1920 charged on card ending 4455 at Zara on 18-01-2026.,Shopping,Zara,1920
Alert: You have spent Rs 526 at Shell Petrol on 18-01-2026. Clear bal: Rs. 1200.00,Travel,Shell Petrol,526
Rs. 1446 debited from a/c ending XX1234 on 09-02-2026 to KFC. Avl Bal: Rs 15000.,Food,KFC,1446
You paid Rs 284 at Burger King via POS on 16-01-2026.,Food,Burger King,284
Rs. 210 debited from a/c ending XX1234 on 30-01-2026 to Dmart. Avl Bal: Rs 15000.,Groceries,Dmart,210
Alert: You have spent Rs 1380 at Burger King on 11-01-2026. Clear bal: Rs. 1200.00,Food,Burger King,1380
You paid Rs 1409 at H&M via POS on 17-01-2026.,Shopping,H&M,1409
You paid Rs 1846 at Dr Lal Pathlabs via POS on 19-01-2026.,Health,Dr Lal Pathlabs,1846
Rs. 340 debited from a/c ending XX1234 on 06-02-2026 to BookMyShow. Avl Bal: Rs 15000.,Entertainment,BookMyShow,340
UPI txn of Rs 853 to Hotstar on 02-02-2026 is successful.,Entertainment,Hotstar,853
INR 1849 charged on card ending 4455 at Netflix on 22-01-2026.,Entertainment,Netflix,1849
You paid Rs 1953 at Spencers via POS on 31-01-2026.,Groceries,Spencers,1953
"Dear User, INR 179 spent on Netflix at 05-02-2026. Ref: 8932742.",Entertainment,Netflix,179
Acct XX999 debited by Rs 4261 for Nike on 02-02-2026.,Shopping,Nike,4261
"Dear User, INR 1138 spent on Shell Petrol at 04-02-2026. Ref: 8932742.",Travel,Shell Petrol,1138
"Dear User, INR 820 spent on Practo at 27-01-2026. Ref: 8932742.",Health,Practo,820
Txn of INR 742 done at Spotify on 17-01-2026 using UPI.,Entertainment,Spotify,742
UPI txn of Rs 1351 to Swiggy on 05-02-2026 is successful.,Food,Swiggy,1351
Rs. 4116 debited from a/c ending XX1234 on 18-01-2026 to Amazon. Avl Bal: Rs 15000.,Shopping,Amazon,4116
Paid Rs 4422 to H&M via UPI on 09-02-2026. Txn ID: 998877.,Shopping,H&M,4422
UPI txn of Rs 857 to Reliance Fresh on 21-01-2026 is successful.,Groceries,Reliance Fresh,857
UPI txn of Rs 4816 to Reliance Trends on 03-02-2026 is successful.,Shopping,Reliance Trends,4816
Acct XX999 debited by Rs 315 for SpiceJet on 15-01-2026.,Travel,SpiceJet,315
You paid Rs 1558 at BookMyShow via POS on 24-01-2026.,Entertainment,BookMyShow,1558
UPI txn of Rs 331 to Dr Lal Pathlabs on 03-02-2026 is successful.,Health,Dr Lal Pathlabs,331
INR 650 charged on card ending 4455 at BigBasket on 08-02-2026.,Groceries,BigBasket,650
UPI txn of Rs 80 to Netmeds on 06-02-2026 is successful.,Health,Netmeds,80
Alert: You have spent Rs 1426 at Netmeds on 14-01-2026. Clear bal: Rs. 1200.00,Health,Netmeds,1426
Txn of INR 1360 done at Burger King on 26-01-2026 using UPI.,Food,Burger King,1360
Paid Rs 714 to More Supermarket via UPI on 11-01-2026. Txn ID: 998877.,Groceries,More Supermarket,714
Alert: You have spent Rs 1132 at Netflix on 30-01-2026. Clear bal: Rs. 1200.00,Entertainment,Netflix,1132
Paid Rs 428 to Prime Video via UPI on 08-02-2026. Txn ID: 998877.,Entertainment,Prime Video,428
You paid Rs 749 at Decathlon via POS on 25-01-2026.,Shopping,Decathlon,749
Alert: You have spent Rs 2773 at Croma on 02-02-2026. Clear bal: Rs. 1200.00,Shopping,Croma,2773
"Dear User, INR 645 spent on Subway at 07-02-2026. Ref: 8932742.",Food,Subway,645
You paid Rs 1267 at Hotstar via POS on 28-01-2026.,Entertainment,Hotstar,1267
UPI txn of Rs 3400 to Nike on 08-02-2026 is successful.,Shopping,Nike,3400
"Dear User, INR 477 spent on IRCTC at 06-02-2026. Ref: 8932742.",Travel,IRCTC,477
You paid Rs 474 at McDonalds via POS on 24-01-2026.,Food,McDonalds,474
"Dear User, INR 3939 spent on Amazon at 17-01-2026. Ref: 8932742.",Shopping,Amazon,3939
You paid Rs 898 at Practo via POS on 12-01-2026.,Health,Practo,898
UPI txn of Rs 1220 to Dr Lal Pathlabs on 29-01-2026 is successful.,Health,Dr Lal Pathlabs,1220
UPI txn of Rs 673 to Gaana on 19-01-2026 is successful.,Entertainment,Gaana,673
You paid Rs 1394 at Gaana via POS on 22-01-2026.,Entertainment,Gaana,1394
Paid Rs 358 to SpiceJet via UPI on 13-01-2026. Txn ID: 998877.,Travel,SpiceJet,358
"Dear User, INR 782 spent on Cafe Coffee Day at 08-02-2026. Ref: 8932742.",Food,Cafe Coffee Day,782
Txn of INR 1795 done at Gym Membership on 31-01-2026 using UPI.,Health,Gym Membership,1795
Rs. 4016 debited from a/c ending XX1234 on 24-01-2026 to Flipkart. Avl Bal: Rs 15000.,Shopping,Flipkart,4016
Acct XX999 debited by Rs 3266 for Flipkart on 23-01-2026.,Shopping,Flipkart,3266
INR 4217 charged on card ending 4455 at Ajio on 02-02-2026.,Shopping,Ajio,4217
UPI txn of Rs 245 to KFC on 07-02-2026 is successful.,Food,KFC,245
Alert: You have spent Rs 395 at Zomato on 03-02-2026. Clear bal: Rs. 1200.00,Food,Zomato,395
INR 1785 charged on card ending 4455 at Reliance Fresh on 16-01-2026.,Groceries,Reliance Fresh,1785
"Dear User, INR 132 spent on RedBus at 15-01-2026. Ref: 8932742.",Travel,RedBus,132
Alert: You have spent Rs 663 at Gaana on 03-02-2026. Clear bal: Rs. 1200.00,Entertainment,Gaana,663
INR 939 charged on card ending 4455 at BigBasket on 17-01-2026.,Groceries,BigBasket,939
You paid Rs 466 at PVR via POS on 15-01-2026.,Entertainment,PVR,466
Acct XX999 debited by Rs 692 for Metro on 21-01-2026.,Travel,Metro,692
Acct XX999 debited by Rs 4379 for Decathlon on 29-01-2026.,Shopping,Decathlon,4379
Acct XX999 debited by Rs 190 for Pizza Hut on 28-01-2026.,Food,Pizza Hut,190
Alert: You have spent Rs 1162 at SonyLIV on 14-01-2026. Clear bal: Rs. 1200.00,Entertainment,SonyLIV,1162
Acct XX999 debited by Rs 3519 for Croma on 03-02-2026.,Shopping,Croma,3519
Paid Rs 2546 to Croma via UPI on 01-02-2026. Txn ID: 998877.,Shopping,Croma,2546
Acct XX999 debited by Rs 761 for PVR on 01-02-2026.,Entertainment,PVR,761
UPI txn of Rs 52 to Blinkit on 17-01-2026 is successful.,Groceries,Blinkit,52
UPI txn of Rs 370 to Indian Oil on 15-01-2026 is successful.,Travel,Indian Oil,370
"Dear User, INR 877 spent on H&M at 08-02-2026. Ref: 8932742.",Shopping,H&M,877
Txn of INR 1159 done at Dr Lal Pathlabs on 27-01-2026 using UPI.,Health,Dr Lal Pathlabs,1159
Alert: You have spent Rs 1708 at Netflix on 17-01-2026. Clear bal: Rs. 1200.00,Entertainment,Netflix,1708
UPI txn of Rs 1657 to Netmeds on 28-01-2026 is successful.,Health,Netmeds,1657
Paid Rs 1837 to Spotify via UPI on 17-01-2026. Txn ID: 998877.,Entertainment,Spotify,1837
You paid Rs 1508 at PVR via POS on 18-01-2026.,Entertainment,PVR,1508
Rs. 1128 debited from a/c ending XX1234 on 28-01-2026 to Metro. Avl Bal: Rs 15000.,Travel,Metro,1128
INR 1229 charged on card ending 4455 at Dr Lal Pathlabs on 21-01-2026.,Health,Dr Lal Pathlabs,1229
"Dear User, INR 717 spent on Ajio at 15-01-2026. Ref: 8932742.",Shopping,Ajio,717
UPI txn of Rs 1131 to Pizza Hut on 24-01-2026 is successful.,Food,Pizza Hut,1131
INR 866 charged on card ending 4455 at Starbucks on 02-02-2026.,Food,Starbucks,866
INR 498 charged on card ending 4455 at Rapido on 02-02-2026.,Travel,Rapido,498
Txn of INR 1132 done at Burger King on 08-02-2026 using UPI.,Food,Burger King,1132
UPI txn of Rs 796 to Spencers on 14-01-2026 is successful.,Groceries,Spencers,796
Acct XX999 debited by Rs 1285 for Gym Membership on 27-01-2026.,Health,Gym Membership,1285
Alert: You have spent Rs 3834 at Flipkart on 31-01-2026. Clear bal: Rs. 1200.00,Shopping,Flipkart,3834
You paid Rs 480 at BigBasket via POS on 10-01-2026.,Groceries,BigBasket,480
Paid Rs 253 to Shell Petrol via UPI on 23-01-2026. Txn ID: 998877.,Travel,Shell Petrol,253
Acct XX999 debited by Rs 329 for BookMyShow on 25-01-2026.,Entertainment,BookMyShow,329
Alert: You have spent Rs 2954 at Myntra on 26-01-2026. Clear bal: Rs. 1200.00,Shopping,Myntra,2954
Paid Rs 1659 to SpiceJet via UPI on 24-01-2026. Txn ID: 998877.,Travel,SpiceJet,1659
"Dear User, INR 1413 spent on Dominos at 17-01-2026. Ref: 8932742.",Food,Dominos,1413
Rs. 219 debited from a/c ending XX1234 on 23-01-2026 to Metro. Avl Bal: Rs 15000.,Travel,Metro,219
Txn of INR 963 done at Apollo Pharmacy on 26-01-2026 using UPI.,Health,Apollo Pharmacy,963
INR 3392 charged on card ending 4455 at Croma on 21-01-2026.,Shopping,Croma,3392
INR 1699 charged on card ending 4455 at More Supermarket on 27-01-2026.,Groceries,More Supermarket,1699
Alert: You have spent Rs 538 at Swiggy on 24-01-2026. Clear bal: Rs. 1200.00,Food,Swiggy,538
Acct XX999 debited by Rs 198 for Reliance Fresh on 26-01-2026.,Groceries,Reliance Fresh,198
Paid Rs 1801 to Rapido via UPI on 24-01-2026. Txn ID: 998877.,Travel,Rapido,1801
Alert: You have spent Rs 985 at BigBasket on 20-01-2026. Clear bal: Rs. 1200.00,Groceries,BigBasket,985
Paid Rs 1509 to BigBasket via UPI on 19-01-2026. Txn ID: 998877.,Groceries,BigBasket,1509
You paid Rs 2823 at H&M via POS on 09-02-2026.,Shopping,H&M,2823
Acct XX999 debited by Rs 550 for Blinkit on 16-01-2026.,Groceries,Blinkit,550
Rs. 3990 debited from a/c ending XX1234 on 09-02-2026 to H&M. Avl Bal: Rs 15000.,Shopping,H&M,3990
You paid Rs 512 at Reliance Fresh via POS on 12-01-2026.,Groceries,Reliance Fresh,512
Rs. 1341 debited from a/c ending XX1234 on 21-01-2026 to Gym Membership. Avl Bal: Rs 15000.,Health,Gym Membership,1341
Acct XX999 debited by Rs 1423 for RedBus on 30-01-2026.,Travel,RedBus,1423
Alert: You have spent Rs 3856 at Decathlon on 08-02-2026. Clear bal: Rs. 1200.00,Shopping,Decathlon,3856
Alert: You have spent Rs 267 at Blinkit on 27-01-2026. Clear bal: Rs. 1200.00,Groceries,Blinkit,267
Paid Rs 502 to Decathlon via UPI on 02-02-2026. Txn ID: 998877.,Shopping,Decathlon,502
You paid Rs 366 at Pizza Hut via POS on 20-01-2026.,Food,Pizza Hut,366
Acct XX999 debited by Rs 1801 for BookMyShow on 16-01-2026.,Entertainment,BookMyShow,1801
INR 1640 charged on card ending 4455 at Spotify on 19-01-2026.,Entertainment,Spotify,1640
INR 1235 charged on card ending 4455 at Flipkart on 13-01-2026.,Shopping,Flipkart,1235
Paid Rs 1595 to Spencers via UPI on 24-01-2026. Txn ID: 998877.,Groceries,Spencers,1595
Txn of INR 1947 done at Netflix on 30-01-2026 using UPI.,Entertainment,Netflix,1947
Paid Rs 1770 to SpiceJet via UPI on 01-02-2026. Txn ID: 998877.,Travel,SpiceJet,1770
UPI txn of Rs 193 to Subway on 28-01-2026 is successful.,Food,Subway,193
"Dear User, INR 1784 spent on More Supermarket at 21-01-2026. Ref: 8932742.",Groceries,More Supermarket,1784
Acct XX999 debited by Rs 1441 for Spencers on 14-01-2026.,Groceries,Spencers,1441
Rs. 1354 debited from a/c ending XX1234 on 22-01-2026 to H&M. Avl Bal: Rs 15000.,Shopping,H&M,1354
Paid Rs 904 to Gaana via UPI on 01-02-2026. Txn ID: 998877.,Entertainment,Gaana,904
Rs. 1564 debited from a/c ending XX1234 on 05-02-2026 to Apollo Pharmacy. Avl Bal: Rs 15000.,Health,Apollo Pharmacy,1564
Txn of INR 428 done at Blinkit on 31-01-2026 using UPI.,Groceries,Blinkit,428
Alert: You have spent Rs 1485 at Spotify on 22-01-2026. Clear bal: Rs. 1200.00,Entertainment,Spotify,1485
Paid Rs 1469 to BigBasket via UPI on 28-01-2026. Txn ID: 998877.,Groceries,BigBasket,1469
Paid Rs 570 to Uber via UPI on 04-02-2026. Txn ID: 998877.,Travel,Uber,570
Paid Rs 815 to Burger King via UPI on 05-02-2026. Txn ID: 998877.,Food,Burger King,815
Paid Rs 707 to IndiGo via UPI on 10-01-2026. Txn ID: 998877.,Travel,IndiGo,707
UPI txn of Rs 1789 to RedBus on 17-01-2026 is successful.,Travel,RedBus,1789
INR 1635 charged on card ending 4455 at Shell Petrol on 07-02-2026.,Travel,Shell Petrol,1635
Acct XX999 debited by Rs 134 for Gym Membership on 23-01-2026.,Health,Gym Membership,134
Paid Rs 372 to SonyLIV via UPI on 15-01-2026. Txn ID: 998877.,Entertainment,SonyLIV,372
Txn of INR 827 done at BookMyShow on 30-01-2026 using UPI.,Entertainment,BookMyShow,827
Alert: You have spent Rs 1352 at Subway on 16-01-2026. Clear bal: Rs. 1200.00,Food,Subway,1352
"Dear User, INR 600 spent on Reliance Fresh at 30-01-2026. Ref: 8932742.",Groceries,Reliance Fresh,600
Acct XX999 debited by Rs 1596 for H&M on 27-01-2026.,Shopping,H&M,1596
You paid Rs 1283 at Dominos via POS on 18-01-2026.,Food,Dominos,1283
INR 1191 charged on card ending 4455 at Spotify on 27-01-2026.,Entertainment,Spotify,1191
Rs. 513 debited from a/c ending XX1234 on 11-01-2026 to Gym Membership. Avl Bal: Rs 15000.,Health,Gym Membership,513
Rs. 400 debited from a/c ending XX1234 on 11-01-2026 to Reliance Fresh. Avl Bal: Rs 15000.,Groceries,Reliance Fresh,400
INR 1682 charged on card ending 4455 at Hotstar on 15-01-2026.,Entertainment,Hotstar,1682
Acct XX999 debited by Rs 545 for Gym Membership on 20-01-2026.,Health,Gym Membership,545
INR 1738 charged on card ending 4455 at Hotstar on 25-01-2026.,Entertainment,Hotstar,1738
Acct XX999 debited by Rs 2580 for Croma on 19-01-2026.,Shopping,Croma,2580
UPI txn of Rs 2236 to Reliance Trends on 28-01-2026 is successful.,Shopping,Reliance Trends,2236
Acct XX999 debited by Rs 1567 for Spotify on 20-01-2026.,Entertainment,Spotify,1567
Alert: You have spent Rs 201 at Cafe Coffee Day on 28-01-2026. Clear bal: Rs. 1200.00,Food,Cafe Coffee Day,201
UPI txn of Rs 762 to SpiceJet on 07-02-2026 is successful.,Travel,SpiceJet,762
Rs. 927 debited from a/c ending XX1234 on 22-01-2026 to BigBasket. Avl Bal: Rs 15000.,Groceries,BigBasket,927
UPI txn of Rs 1077 to Zomato on 13-01-2026 is successful.,Food,Zomato,1077
Txn of INR 884 done at IRCTC on 09-02-2026 using UPI.,Travel,IRCTC,884
"Dear User, INR 834 spent on 1mg at 31-01-2026. Ref: 8932742.",Health,1mg,834
Txn of INR 1244 done at Haldirams on 05-02-2026 using UPI.,Food,Haldirams,1244
Alert: You have spent Rs 813 at Netmeds on 19-01-2026. Clear bal: Rs. 1200.00,Health,Netmeds,813
Acct XX999 debited by Rs 1352 for Dr Lal Pathlabs on 22-01-2026.,Health,Dr Lal Pathlabs,1352
Alert: You have spent Rs 1597 at Spencers on 15-01-2026. Clear bal: Rs. 1200.00,Groceries,Spencers,1597
Alert: You have spent Rs 1741 at More Supermarket on 15-01-2026. Clear bal: Rs. 1200.00,Groceries,More Supermarket,1741
Alert: You have spent Rs 335 at Dr Lal Pathlabs on 28-01-2026. Clear bal: Rs. 1200.00,Health,Dr Lal Pathlabs,335
Paid Rs 1428 to Reliance Fresh via UPI on 22-01-2026. Txn ID: 998877.,Groceries,Reliance Fresh,1428
Acct XX999 debited by Rs 321 for Reliance Fresh on 15-01-2026.,Groceries,Reliance Fresh,321
Txn of INR 674 done at Gaana on 29-01-2026 using UPI.,Entertainment,Gaana,674
Paid Rs 4558 to Flipkart via UPI on 19-01-2026. Txn ID: 998877.,Shopping,Flipkart,4558
Alert: You have spent Rs 3992 at Decathlon on 01-02-2026. Clear bal: Rs. 1200.00,Shopping,Decathlon,3992
INR 1625 charged on card ending 4455 at Prime Video on 22-01-2026.,Entertainment,Prime Video,1625
Rs. 1210 debited from a/c ending XX1234 on 10-01-2026 to Cafe Coffee Day. Avl Bal: Rs 15000.,Food,Cafe Coffee Day,1210
INR 1632 charged on card ending 4455 at PVR on 05-02-2026.,Entertainment,PVR,1632
You paid Rs 1488 at Metro via POS on 20-01-2026.,Travel,Metro,1488
Txn of INR 263 done at Hotstar on 27-01-2026 using UPI.,Entertainment,Hotstar,263
You paid Rs 716 at Subway via POS on 08-02-2026.,Food,Subway,716
Txn of INR 770 done at More Supermarket on 20-01-2026 using UPI.,Groceries,More Supermarket,770
Alert: You have spent Rs 2615 at Flipkart on 16-01-2026. Clear bal: Rs. 1200.00,Shopping,Flipkart,2615
Rs. 53 debited from a/c ending XX1234 on 09-02-2026 to More Supermarket. Avl Bal: Rs 15000.,Groceries,More Supermarket,53
UPI txn of Rs 719 to Gaana on 04-02-2026 is successful.,Entertainment,Gaana,719
You paid Rs 1536 at Ola via POS on 13-01-2026.,Travel,Ola,1536
Txn of INR 567 done at McDonalds on 22-01-2026 using UPI.,Food,McDonalds,567
Rs. 1793 debited from a/c ending XX1234 on 13-01-2026 to Myntra. Avl Bal: Rs 15000.,Shopping,Myntra,1793
"Dear User, INR 741 spent on Croma at 23-01-2026. Ref: 8932742.",Shopping,Croma,741
"Dear User, INR 1056 spent on Indian Oil at 07-02-2026. Ref: 8932742.",Travel,Indian Oil,1056
Alert: You have spent Rs 397 at Blinkit on 15-01-2026. Clear bal: Rs. 1200.00,Groceries,Blinkit,397
Rs. 979 debited from a/c ending XX1234 on 20-01-2026 to Burger King. Avl Bal: Rs 15000.,Food,Burger King,979
"Dear User, INR 1702 spent on Spencers at 10-01-2026. Ref: 8932742.",Groceries,Spencers,1702
You paid Rs 1970 at Spencers via POS on 25-01-2026.,Groceries,Spencers,1970
Alert: You have spent Rs 1411 at Hotstar on 13-01-2026. Clear bal: Rs. 1200.00,Entertainment,Hotstar,1411
Alert: You have spent Rs 1128 at Hotstar on 12-01-2026. Clear bal: Rs. 1200.00,Entertainment,Hotstar,1128
You paid Rs 4085 at Myntra via POS on 24-01-2026.,Shopping,Myntra,4085
INR 169 charged on card ending 4455 at 1mg on 31-01-2026.,Health,1mg,169
Paid Rs 956 to Amazon via UPI on 23-01-2026. Txn ID: 998877.,Shopping,Amazon,956
Paid Rs 846 to Gym Membership via UPI on 15-01-2026. Txn ID: 998877.,Health,Gym Membership,846
INR 1712 charged on card ending 4455 at Spencers on 10-01-2026.,Groceries,Spencers,1712
Txn of INR 1964 done at Dr Lal Pathlabs on 20-01-2026 using UPI.,Health,Dr Lal Pathlabs,1964
INR 76 charged on card ending 4455 at Hotstar on 24-01-2026.,Entertainment,Hotstar,76
Acct XX999 debited by Rs 1027 for Ola on 29-01-2026.,Travel,Ola,1027
Acct XX999 debited by Rs 1179 for Croma on 05-02-2026.,Shopping,Croma,1179
Txn of INR 348 done at More Supermarket on 14-01-2026 using UPI.,Groceries,More Supermarket,348
Acct XX999 debited by Rs 348 for Prime Video on 03-02-2026.,Entertainment,Prime Video,348
"Dear User, INR 567 spent on More Supermarket at 17-01-2026. Ref: 8932742.",Groceries,More Supermarket,567
"Dear User, INR 288 spent on IndiGo at 07-02-2026. Ref: 8932742.",Travel,IndiGo,288
INR 838 charged on card ending 4455 at Subway on 18-01-2026.,Food,Subway,838
"Dear User, INR 1444 spent on Swiggy at 22-01-2026. Ref: 8932742.",Food,Swiggy,1444
"Dear User, INR 103 spent on Practo at 14-01-2026. Ref: 8932742.",Health,Practo,103
Txn of INR 987 done at Practo on 06-02-2026 using UPI.,Health,Practo,987
INR 1271 charged on card ending 4455 at RedBus on 03-02-2026.,Travel,RedBus,1271
You paid Rs 369 at Practo via POS on 21-01-2026.,Health,Practo,369
Acct XX999 debited by Rs 447 for Dominos on 07-02-2026.,Food,Dominos,447
UPI txn of Rs 651 to McDonalds on 30-01-2026 is successful.,Food,McDonalds,651
Alert: You have spent Rs 1056 at Gym Membership on 15-01-2026. Clear bal: Rs. 1200.00,Health,Gym Membership,1056
Acct XX999 debited by Rs 229 for Dominos on 27-01-2026.,Food,Dominos,229
"Dear User, INR 116 spent on Practo at 08-02-2026. Ref: 8932742.",Health,Practo,116
INR 2033 charged on card ending 4455 at Zara on 13-01-2026.,Shopping,Zara,2033
Alert: You have spent Rs 1138 at Spotify on 02-02-2026. Clear bal: Rs. 1200.00,Entertainment,Spotify,1138
Rs. 919 debited from a/c ending XX1234 on 06-02-2026 to More Supermarket. Avl Bal: Rs 15000.,Groceries,More Supermarket,919
INR 2769 charged on card ending 4455 at Reliance Trends on 07-02-2026.,Shopping,Reliance Trends,2769
You paid Rs 1231 at Metro via POS on 16-01-2026.,Travel,Metro,1231
Txn of INR 283 done at BookMyShow on 31-01-2026 using UPI.,Entertainment,BookMyShow,283
Acct XX999 debited by Rs 1916 for SonyLIV on 21-01-2026.,Entertainment,SonyLIV,1916
Rs. 105 debited from a/c ending XX1234 on 10-01-2026 to Apollo Pharmacy. Avl Bal: Rs 15000.,Health,Apollo Pharmacy,105
Paid Rs 1377 to Apollo Pharmacy via UPI on 15-01-2026. Txn ID: 998877.,Health,Apollo Pharmacy,1377
"Dear User, INR 1332 spent on Zomato at 27-01-2026. Ref: 8932742.",Food,Zomato,1332
UPI txn of Rs 1626 to More Supermarket on 23-01-2026 is successful.,Groceries,More Supermarket,1626
Alert: You have spent Rs 3016 at Nike on 08-02-2026. Clear bal: Rs. 1200.00,Shopping,Nike,3016
Alert: You have spent Rs 118 at Prime Video on 01-02-2026. Clear bal: Rs. 1200.00,Entertainment,Prime Video,118
UPI txn of Rs 1024 to PVR on 16-01-2026 is successful.,Entertainment,PVR,1024
UPI txn of Rs 3048 to Nike on 13-01-2026 is successful.,Shopping,Nike,3048
UPI txn of Rs 1760 to SonyLIV on 10-01-2026 is successful.,Entertainment,SonyLIV,1760
You paid Rs 915 at BookMyShow via POS on 11-01-2026.,Entertainment,BookMyShow,915
Txn of INR 1383 done at 1mg on 03-02-2026 using UPI.,Health,1mg,1383
"Dear User, INR 535 spent on Metro at 09-02-2026. Ref: 8932742.",Travel,Metro,535
Alert: You have spent Rs 1840 at Hotstar on 26-01-2026. Clear bal: Rs. 1200.00,Entertainment,Hotstar,1840
UPI txn of Rs 623 to Zomato on 07-02-2026 is successful.,Food,Zomato,623
INR 255 charged on card ending 4455 at IRCTC on 25-01-2026.,Travel,IRCTC,255
You paid Rs 1038 at Myntra via POS on 02-02-2026.,Shopping,Myntra,1038
INR 1659 charged on card ending 4455 at Apollo Pharmacy on 08-02-2026.,Health,Apollo Pharmacy,1659
Txn of INR 1517 done at Prime Video on 14-01-2026 using UPI.,Entertainment,Prime Video,1517
You paid Rs 353 at Netmeds via POS on 29-01-2026.,Health,Netmeds,353
"Dear User, INR 1292 spent on Uber at 02-02-2026. Ref: 8932742.",Travel,Uber,1292
Alert: You have spent Rs 1370 at Flipkart on 17-01-2026. Clear bal: Rs. 1200.00,Shopping,Flipkart,1370
Acct XX999 debited by Rs 1035 for Prime Video on 01-02-2026.,Entertainment,Prime Video,1035
Rs. 201 debited from a/c ending XX1234 on 09-02-2026 to Starbucks. Avl Bal: Rs 15000.,Food,Starbucks,201
Rs. 1305 debited from a/c ending XX1234 on 10-01-2026 to Ola. Avl Bal: Rs 15000.,Travel,Ola,1305
Rs. 646 debited from a/c ending XX1234 on 02-02-2026 to Reliance Fresh. Avl Bal: Rs 15000.,Groceries,Reliance Fresh,646
Rs. 2732 debited from a/c ending XX1234 on 27-01-2026 to Flipkart. Avl Bal: Rs 15000.,Shopping,Flipkart,2732
Paid Rs 1125 to Burger King via UPI on 10-01-2026. Txn ID: 998877.,Food,Burger King,1125
UPI txn of Rs 614 to PVR on 07-02-2026 is successful.,Entertainment,PVR,614
Alert: You have spent Rs 703 at Cafe Coffee Day on 17-01-2026. Clear bal: Rs. 1200.00,Food,Cafe Coffee Day,703
INR 209 charged on card ending 4455 at Dominos on 04-02-2026.,Food,Dominos,209
UPI txn of Rs 1955 to Practo on 07-02-2026 is successful.,Health,Practo,1955
Paid Rs 585 to Zara via UPI on 14-01-2026. Txn ID: 998877.,Shopping,Zara,585
