amount,merchant,date,original_text,true_category
2752,Croma,28-01-2026,Txn of INR 2752 done at Croma on 28-01-2026 using UPI.,Shopping
1221,BookMyShow,15-01-2026,You paid Rs 1221 at BookMyShow via POS on 15-01-2026.,Entertainment
1311,Uber,02-02-2026,Acct XX999 debited by Rs 1311 for Uber on 02-02-2026.,Travel
1000,McD,24-01-2026,Alert: You have spent Rs 1000 at McDonalds on 24-01-2026. Clear bal: Rs. 1200.00,Food
1477,PVR,11-01-2026,UPI txn of Rs 1477 to PVR on 11-01-2026 is successful.,Entertainment
248,Dmart,26-01-2026,"Dear User, INR 248 spent on Dmart at 26-01-2026. Ref: 8932742.",Groceries
216,Uber,14-01-2026,Alert: You have spent Rs 216 at Uber on 14-01-2026. Clear bal: Rs. 1200.00,Travel
1287,card ending 4455,11-01-2026,INR 1287 charged on card ending 4455 at Cafe Coffee Day on 11-01-2026.,Food
1309,Dr Lal P,22-01-2026,Txn of INR 1309 done at Dr Lal Pathlabs on 22-01-2026 using UPI.,Health
98,RedBus,05-02-2026,Acct XX999 debited by Rs 98 for RedBus on 05-02-2026.,Travel
1987,IRCTC,25-01-2026,UPI txn of Rs 1987 to IRCTC on 25-01-2026 is successful.,Travel
2428,Myntra,15-01-2026,"Dear User, INR 2428 spent on Myntra at 15-01-2026. Ref: 8932742.",Shopping
733,Dmart,27-01-2026,Acct XX999 debited by Rs 733 for Dmart on 27-01-2026.,Groceries
1919,PVR,04-02-2026,Txn of INR 1919 done at PVR on 04-02-2026 using UPI.,Entertainment
3678,card ending 4455,12-01-2026,INR 3678 charged on card ending 4455 at Nike on 12-01-2026.,Shopping
1947,Dr Lal P,10-01-2026,Txn of INR 1947 done at Dr Lal Pathlabs on 10-01-2026 using UPI.,Health
2269,Myntra,30-01-2026,Txn of INR 2269 done at Myntra on 30-01-2026 using UPI.,Shopping
1498,IRCTC,19-01-2026,UPI txn of Rs 1498 to IRCTC on 19-01-2026 is successful.,Travel
1546,Hotstar,01-02-2026,Paid Rs 1546 to Hotstar via UPI on 01-02-2026. Txn ID: 998877.,Entertainment
283,Apollo Pharmacy,27-01-2026,Alert: You have spent Rs 283 at Apollo Pharmacy on 27-01-2026. Clear bal: Rs. 1200.00,Health
1835,Netflix,01-02-2026,You paid Rs 1835 at Netflix via POS on 01-02-2026.,Entertainment
553,KFC,03-02-2026,Alert: You have spent Rs 553 at KFC on 03-02-2026. Clear bal: Rs. 1200.00,Food
658,Pizza Hut,02-02-2026,Paid Rs 658 to Pizza Hut via UPI on 02-02-2026. Txn ID: 998877.,Food
4198,02-02-2026 to H&M,02-02-2026,Rs. 4198 debited from a/c ending XX1234 on 02-02-2026 to H&M. Avl Bal: Rs 15000.,Shopping
716,IRCTC,10-01-2026,Alert: You have spent Rs 716 at IRCTC on 10-01-2026. Clear bal: Rs. 1200.00,Travel
441,Starbucks,27-01-2026,Txn of INR 441 done at Starbucks on 27-01-2026 using UPI.,Food
1312,Spencers,18-01-2026,Alert: You have spent Rs 1312 at Spencers on 18-01-2026. Clear bal: Rs. 1200.00,Groceries
1713,Dec,06-02-2026,Txn of INR 1713 done at Decathlon on 06-02-2026 using UPI.,Shopping
495,Gym Membership,18-01-2026,Txn of INR 495 done at Gym Membership on 18-01-2026 using UPI.,Health
703,Reliance Fresh,06-02-2026,Paid Rs 703 to Reliance Fresh via UPI on 06-02-2026. Txn ID: 998877.,Groceries
1410,PVR,02-02-2026,Paid Rs 1410 to PVR via UPI on 02-02-2026. Txn ID: 998877.,Entertainment
1239,31-01-2026 to Myntra,31-01-2026,Rs. 1239 debited from a/c ending XX1234 on 31-01-2026 to Myntra. Avl Bal: Rs 15000.,Shopping
111,BigBasket,11-01-2026,You paid Rs 111 at BigBasket via POS on 11-01-2026.,Groceries
530,Spencers,29-01-2026,You paid Rs 530 at Spencers via POS on 29-01-2026.,Groceries
558,PVR,22-01-2026,Acct XX999 debited by Rs 558 for PVR on 22-01-2026.,Entertainment
1521,1mg,16-01-2026,Acct XX999 debited by Rs 1521 for 1mg on 16-01-2026.,Health
1887,Indian Oil,05-02-2026,"Dear User, INR 1887 spent on Indian Oil at 05-02-2026. Ref: 8932742.",Travel
1303,Dr Lal P,22-01-2026,"Dear User, INR 1303 spent on Dr Lal Pathlabs at 22-01-2026. Ref: 8932742.",Health
1427,Netmeds,25-01-2026,Alert: You have spent Rs 1427 at Netmeds on 25-01-2026. Clear bal: Rs. 1200.00,Health
984,McD,06-02-2026,"Dear User, INR 984 spent on McDonalds at 06-02-2026. Ref: 8932742.",Food
284,Dominos,14-01-2026,Paid Rs 284 to Dominos via UPI on 14-01-2026. Txn ID: 998877.,Food
1635,Hotstar,13-01-2026,UPI txn of Rs 1635 to Hotstar on 13-01-2026 is successful.,Entertainment
1330,Swiggy,28-01-2026,You paid Rs 1330 at Swiggy via POS on 28-01-2026.,Food
1298,Amaz,30-01-2026,UPI txn of Rs 1298 to Amazon on 30-01-2026 is successful.,Shopping
951,Pizza Hut,23-01-2026,Paid Rs 951 to Pizza Hut via UPI on 23-01-2026. Txn ID: 998877.,Food
90,More Supermarket,29-01-2026,Acct XX999 debited by Rs 90 for More Supermarket on 29-01-2026.,Groceries
1329,08-02-2026 to Gym Membership,08-02-2026,Rs. 1329 debited from a/c ending XX1234 on 08-02-2026 to Gym Membership. Avl Bal: Rs 15000.,Health
1410,Ola,15-01-2026,You paid Rs 1410 at Ola via POS on 15-01-2026.,Travel
995,20-01-2026 to PVR,20-01-2026,Rs. 995 debited from a/c ending XX1234 on 20-01-2026 to PVR. Avl Bal: Rs 15000.,Entertainment
1420,Starbucks,16-01-2026,Alert: You have spent Rs 1420 at Starbucks on 16-01-2026. Clear bal: Rs. 1200.00,Food
880,Ola,11-01-2026,UPI txn of Rs 880 to Ola on 11-01-2026 is successful.,Travel
531,BookMyShow,19-01-2026,UPI txn of Rs 531 to BookMyShow on 19-01-2026 is successful.,Entertainment
1105,Netmeds,12-01-2026,Alert: You have spent Rs 1105 at Netmeds on 12-01-2026. Clear bal: Rs. 1200.00,Health
2702,Amaz,08-02-2026,Paid Rs 2702 to Amazon via UPI on 08-02-2026. Txn ID: 998877.,Shopping
822,Zara,04-02-2026,Paid Rs 822 to Zara via UPI on 04-02-2026. Txn ID: 998877.,Shopping
1682,Nike,01-02-2026,You paid Rs 1682 at Nike via POS on 01-02-2026.,Shopping
466,Uber,23-01-2026,Acct XX999 debited by Rs 466 for Uber on 23-01-2026.,Travel
1581,card ending 4455,01-02-2026,INR 1581 charged on card ending 4455 at 1mg on 01-02-2026.,Health
1160,Subway,29-01-2026,You paid Rs 1160 at Subway via POS on 29-01-2026.,Food
1837,Dec,31-01-2026,Paid Rs 1837 to Decathlon via UPI on 31-01-2026. Txn ID: 998877.,Shopping
1486,More Supermarket,17-01-2026,Acct XX999 debited by Rs 1486 for More Supermarket on 17-01-2026.,Groceries
681,Rapido,12-01-2026,Paid Rs 681 to Rapido via UPI on 12-01-2026. Txn ID: 998877.,Travel
1263,Subway,30-01-2026,Acct XX999 debited by Rs 1263 for Subway on 30-01-2026.,Food
1565,Gaana,18-01-2026,UPI txn of Rs 1565 to Gaana on 18-01-2026 is successful.,Entertainment
1434,Spotify,03-02-2026,"Dear User, INR 1434 spent on Spotify at 03-02-2026. Ref: 8932742.",Entertainment
1962,card ending 4455,15-01-2026,INR 1962 charged on card ending 4455 at RedBus on 15-01-2026.,Travel
1371,Myntra,24-01-2026,UPI txn of Rs 1371 to Myntra on 24-01-2026 is successful.,Shopping
1821,1mg,29-01-2026,Paid Rs 1821 to 1mg via UPI on 29-01-2026. Txn ID: 998877.,Health
1848,Spotify,11-01-2026,Txn of INR 1848 done at Spotify on 11-01-2026 using UPI.,Entertainment
175,McD,06-02-2026,You paid Rs 175 at McDonalds via POS on 06-02-2026.,Food
1314,SpiceJet,08-02-2026,Paid Rs 1314 to SpiceJet via UPI on 08-02-2026. Txn ID: 998877.,Travel
2527,21-01-2026 to H&M,21-01-2026,Rs. 2527 debited from a/c ending XX1234 on 21-01-2026 to H&M. Avl Bal: Rs 15000.,Shopping
1962,S,22-01-2026,Paid Rs 1962 to SonyLIV via UPI on 22-01-2026. Txn ID: 998877.,Entertainment
256,KFC,09-02-2026,Paid Rs 256 to KFC via UPI on 09-02-2026. Txn ID: 998877.,Food
1539,03-02-2026 to Apollo Pharmacy,03-02-2026,Rs. 1539 debited from a/c ending XX1234 on 03-02-2026 to Apollo Pharmacy. Avl Bal: Rs 15000.,Health
952,Metro,28-01-2026,Alert: You have spent Rs 952 at Metro on 28-01-2026. Clear bal: Rs. 1200.00,Travel
848,09-02-2026 to Apollo Pharmacy,09-02-2026,Rs. 848 debited from a/c ending XX1234 on 09-02-2026 to Apollo Pharmacy. Avl Bal: Rs 15000.,Health
1090,Metro,12-01-2026,Acct XX999 debited by Rs 1090 for Metro on 12-01-2026.,Travel
755,23-01-2026 to Prime Video,23-01-2026,Rs. 755 debited from a/c ending XX1234 on 23-01-2026 to Prime Video. Avl Bal: Rs 15000.,Entertainment
208,Reliance Fresh,31-01-2026,Txn of INR 208 done at Reliance Fresh on 31-01-2026 using UPI.,Groceries
3488,card ending 4455,03-02-2026,INR 3488 charged on card ending 4455 at Reliance Trends on 03-02-2026.,Shopping
139,Netflix,29-01-2026,"Dear User, INR 139 spent on Netflix at 29-01-2026. Ref: 8932742.",Entertainment
734,card ending 4455,02-02-2026,INR 734 charged on card ending 4455 at Hotstar on 02-02-2026.,Entertainment
1407,Hotstar,11-01-2026,UPI txn of Rs 1407 to Hotstar on 11-01-2026 is successful.,Entertainment
626,Blinkit,17-01-2026,Txn of INR 626 done at Blinkit on 17-01-2026 using UPI.,Groceries
785,card ending 4455,06-02-2026,INR 785 charged on card ending 4455 at Hotstar on 06-02-2026.,Entertainment
3558,Dec,27-01-2026,Txn of INR 3558 done at Decathlon on 27-01-2026 using UPI.,Shopping
213,Blinkit,06-02-2026,Acct XX999 debited by Rs 213 for Blinkit on 06-02-2026.,Groceries
1124,McD,28-01-2026,Txn of INR 1124 done at McDonalds on 28-01-2026 using UPI.,Food
286,card ending 4455,13-01-2026,INR 286 charged on card ending 4455 at Apollo Pharmacy on 13-01-2026.,Health
271,Swiggy,29-01-2026,Paid Rs 271 to Swiggy via UPI on 29-01-2026. Txn ID: 998877.,Food
642,Netmeds,30-01-2026,Alert: You have spent Rs 642 at Netmeds on 30-01-2026. Clear bal: Rs. 1200.00,Health
59,Reliance Fresh,28-01-2026,You paid Rs 59 at Reliance Fresh via POS on 28-01-2026.,Groceries
74,1mg,17-01-2026,Txn of INR 74 done at 1mg on 17-01-2026 using UPI.,Health
126,12-01-2026 to Netmeds,12-01-2026,Rs. 126 debited from a/c ending XX1234 on 12-01-2026 to Netmeds. Avl Bal: Rs 15000.,Health
1101,BookMyShow,08-02-2026,Acct XX999 debited by Rs 1101 for BookMyShow on 08-02-2026.,Entertainment
2856,Croma,18-01-2026,UPI txn of Rs 2856 to Croma on 18-01-2026 is successful.,Shopping
1105,SpiceJet,15-01-2026,"Dear User, INR 1105 spent on SpiceJet at 15-01-2026. Ref: 8932742.",Travel
1454,KFC,06-02-2026,Txn of INR 1454 done at KFC on 06-02-2026 using UPI.,Food
1883,29-01-2026 to Spotify,29-01-2026,Rs. 1883 debited from a/c ending XX1234 on 29-01-2026 to Spotify. Avl Bal: Rs 15000.,Entertainment
1424,IRCTC,24-01-2026,You paid Rs 1424 at IRCTC via POS on 24-01-2026.,Travel
3074,Ajio,12-01-2026,Txn of INR 3074 done at Ajio on 12-01-2026 using UPI.,Shopping
931,Netmeds,06-02-2026,UPI txn of Rs 931 to Netmeds on 06-02-2026 is successful.,Health
1162,card ending 4455,15-01-2026,INR 1162 charged on card ending 4455 at Pizza Hut on 15-01-2026.,Food
1458,06-02-2026 to KFC,06-02-2026,Rs. 1458 debited from a/c ending XX1234 on 06-02-2026 to KFC. Avl Bal: Rs 15000.,Food
862,Reliance Fresh,10-01-2026,Alert: You have spent Rs 862 at Reliance Fresh on 10-01-2026. Clear bal: Rs. 1200.00,Groceries
793,Pizza Hut,27-01-2026,You paid Rs 793 at Pizza Hut via POS on 27-01-2026.,Food
1480,Hotstar,11-01-2026,Txn of INR 1480 done at Hotstar on 11-01-2026 using UPI.,Entertainment
1876,Dr Lal P,18-01-2026,Txn of INR 1876 done at Dr Lal Pathlabs on 18-01-2026 using UPI.,Health
409,Dominos,10-01-2026,UPI txn of Rs 409 to Dominos on 10-01-2026 is successful.,Food
307,Spotify,05-02-2026,You paid Rs 307 at Spotify via POS on 05-02-2026.,Entertainment
1037,Pizza Hut,08-02-2026,You paid Rs 1037 at Pizza Hut via POS on 08-02-2026.,Food
1236,Indian Oil,16-01-2026,Paid Rs 1236 to Indian Oil via UPI on 16-01-2026. Txn ID: 998877.,Travel
1029,1mg,10-01-2026,"Dear User, INR 1029 spent on 1mg at 10-01-2026. Ref: 8932742.",Health
3426,Nike,19-01-2026,You paid Rs 3426 at Nike via POS on 19-01-2026.,Shopping
376,Practo,11-01-2026,UPI txn of Rs 376 to Practo on 11-01-2026 is successful.,Health
2403,H&M,18-01-2026,"Dear User, INR 2403 spent on H&M at 18-01-2026. Ref: 8932742.",Shopping
1327,Zara,27-01-2026,"Dear User, INR 1327 spent on Zara at 27-01-2026. Ref: 8932742.",Shopping
4235,Flipkart,29-01-2026,UPI txn of Rs 4235 to Flipkart on 29-01-2026 is successful.,Shopping
566,card ending 4455,26-01-2026,INR 566 charged on card ending 4455 at Reliance Trends on 26-01-2026.,Shopping
530,1mg,10-01-2026,Alert: You have spent Rs 530 at 1mg on 10-01-2026. Clear bal: Rs. 1200.00,Health
1902,Practo,12-01-2026,Alert: You have spent Rs 1902 at Practo on 12-01-2026. Clear bal: Rs. 1200.00,Health
1561,Zara,13-01-2026,Alert: You have spent Rs 1561 at Zara on 13-01-2026. Clear bal: Rs. 1200.00,Shopping
1449,Prime Video,28-01-2026,Alert: You have spent Rs 1449 at Prime Video on 28-01-2026. Clear bal: Rs. 1200.00,Entertainment
402,Apollo Pharmacy,04-02-2026,Paid Rs 402 to Apollo Pharmacy via UPI on 04-02-2026. Txn ID: 998877.,Health
1392,Starbucks,27-01-2026,Alert: You have spent Rs 1392 at Starbucks on 27-01-2026. Clear bal: Rs. 1200.00,Food
1234,Netflix,21-01-2026,Txn of INR 1234 done at Netflix on 21-01-2026 using UPI.,Entertainment
544,03-02-2026 to Apollo Pharmacy,03-02-2026,Rs. 544 debited from a/c ending XX1234 on 03-02-2026 to Apollo Pharmacy. Avl Bal: Rs 15000.,Health
1201,card ending 4455,13-01-2026,INR 1201 charged on card ending 4455 at IndiGo on 13-01-2026.,Travel
695,Croma,02-02-2026,You paid Rs 695 at Croma via POS on 02-02-2026.,Shopping
201,Rapido,22-01-2026,You paid Rs 201 at Rapido via POS on 22-01-2026.,Travel
513,card ending 4455,13-01-2026,INR 513 charged on card ending 4455 at Dmart on 13-01-2026.,Groceries
347,Burger King,28-01-2026,You paid Rs 347 at Burger King via POS on 28-01-2026.,Food
732,card ending 4455,31-01-2026,INR 732 charged on card ending 4455 at Netflix on 31-01-2026.,Entertainment
4430,Flipkart,01-02-2026,Txn of INR 4430 done at Flipkart on 01-02-2026 using UPI.,Shopping
2495,Dec,12-01-2026,"Dear User, INR 2495 spent on Decathlon at 12-01-2026. Ref: 8932742.",Shopping
1579,card ending 4455,25-01-2026,INR 1579 charged on card ending 4455 at Hotstar on 25-01-2026.,Entertainment
241,Apollo Pharmacy,06-02-2026,Txn of INR 241 done at Apollo Pharmacy on 06-02-2026 using UPI.,Health
4151,H&M,04-02-2026,Alert: You have spent Rs 4151 at H&M on 04-02-2026. Clear bal: Rs. 1200.00,Shopping
1793,Practo,20-01-2026,Paid Rs 1793 to Practo via UPI on 20-01-2026. Txn ID: 998877.,Health
963,card ending 4455,13-01-2026,INR 963 charged on card ending 4455 at SonyLIV on 13-01-2026.,Entertainment
1688,More Supermarket,28-01-2026,Alert: You have spent Rs 1688 at More Supermarket on 28-01-2026. Clear bal: Rs. 1200.00,Groceries
472,Dr Lal P,24-01-2026,"Dear User, INR 472 spent on Dr Lal Pathlabs at 24-01-2026. Ref: 8932742.",Health
691,Practo,18-01-2026,Acct XX999 debited by Rs 691 for Practo on 18-01-2026.,Health
1379,Netflix,20-01-2026,"Dear User, INR 1379 spent on Netflix at 20-01-2026. Ref: 8932742.",Entertainment
1621,Netmeds,27-01-2026,You paid Rs 1621 at Netmeds via POS on 27-01-2026.,Health
595,Ola,12-01-2026,Alert: You have spent Rs 595 at Ola on 12-01-2026. Clear bal: Rs. 1200.00,Travel
961,card ending 4455,08-02-2026,INR 961 charged on card ending 4455 at Prime Video on 08-02-2026.,Entertainment
432,Netmeds,08-02-2026,Acct XX999 debited by Rs 432 for Netmeds on 08-02-2026.,Health
1027,Indian Oil,18-01-2026,Alert: You have spent Rs 1027 at Indian Oil on 18-01-2026. Clear bal: Rs. 1200.00,Travel
1774,Blinkit,02-02-2026,"Dear User, INR 1774 spent on Blinkit at 02-02-2026. Ref: 8932742.",Groceries
1894,IndiGo,14-01-2026,You paid Rs 1894 at IndiGo via POS on 14-01-2026.,Travel
1110,SpiceJet,15-01-2026,UPI txn of Rs 1110 to SpiceJet on 15-01-2026 is successful.,Travel
1566,Hotstar,08-02-2026,Acct XX999 debited by Rs 1566 for Hotstar on 08-02-2026.,Entertainment
269,PVR,19-01-2026,Acct XX999 debited by Rs 269 for PVR on 19-01-2026.,Entertainment
1979,20-01-2026 to S,20-01-2026,Rs. 1979 debited from a/c ending XX1234 on 20-01-2026 to SonyLIV. Avl Bal: Rs 15000.,Entertainment
198,SpiceJet,22-01-2026,Alert: You have spent Rs 198 at SpiceJet on 22-01-2026. Clear bal: Rs. 1200.00,Travel
3999,card ending 4455,29-01-2026,INR 3999 charged on card ending 4455 at H&M on 29-01-2026.,Shopping
183,Dmart,15-01-2026,Txn of INR 183 done at Dmart on 15-01-2026 using UPI.,Groceries
1167,Apollo Pharmacy,26-01-2026,UPI txn of Rs 1167 to Apollo Pharmacy on 26-01-2026 is successful.,Health
1483,Blinkit,13-01-2026,Paid Rs 1483 to Blinkit via UPI on 13-01-2026. Txn ID: 998877.,Groceries
526,26-01-2026 to Uber,26-01-2026,Rs. 526 debited from a/c ending XX1234 on 26-01-2026 to Uber. Avl Bal: Rs 15000.,Travel
1706,07-02-2026 to Reliance Trends,07-02-2026,Rs. 1706 debited from a/c ending XX1234 on 07-02-2026 to Reliance Trends. Avl Bal: Rs 15000.,Shopping
609,1mg,01-02-2026,Paid Rs 609 to 1mg via UPI on 01-02-2026. Txn ID: 998877.,Health
941,Indian Oil,15-01-2026,Paid Rs 941 to Indian Oil via UPI on 15-01-2026. Txn ID: 998877.,Travel
4589,Ajio,02-02-2026,Acct XX999 debited by Rs 4589 for Ajio on 02-02-2026.,Shopping
412,21-01-2026 to More Supermarket,21-01-2026,Rs. 412 debited from a/c ending XX1234 on 21-01-2026 to More Supermarket. Avl Bal: Rs 15000.,Groceries
1161,18-01-2026 to Starbucks,18-01-2026,Rs. 1161 debited from a/c ending XX1234 on 18-01-2026 to Starbucks. Avl Bal: Rs 15000.,Food
1615,card ending 4455,10-01-2026,INR 1615 charged on card ending 4455 at Gym Membership on 10-01-2026.,Health
1420,Starbucks,11-01-2026,UPI txn of Rs 1420 to Starbucks on 11-01-2026 is successful.,Food
562,card ending 4455,04-02-2026,INR 562 charged on card ending 4455 at IndiGo on 04-02-2026.,Travel
997,Netmeds,26-01-2026,Txn of INR 997 done at Netmeds on 26-01-2026 using UPI.,Health
3105,26-01-2026 to Zara,26-01-2026,Rs. 3105 debited from a/c ending XX1234 on 26-01-2026 to Zara. Avl Bal: Rs 15000.,Shopping
192,Netmeds,03-02-2026,You paid Rs 192 at Netmeds via POS on 03-02-2026.,Health
1214,Subway,25-01-2026,UPI txn of Rs 1214 to Subway on 25-01-2026 is successful.,Food
887,Indian Oil,08-02-2026,Paid Rs 887 to Indian Oil via UPI on 08-02-2026. Txn ID: 998877.,Travel
1257,McD,06-02-2026,Acct XX999 debited by Rs 1257 for McDonalds on 06-02-2026.,Food
581,card ending 4455,24-01-2026,INR 581 charged on card ending 4455 at SonyLIV on 24-01-2026.,Entertainment
1407,Shell Petrol,21-01-2026,You paid Rs 1407 at Shell Petrol via POS on 21-01-2026.,Travel
1997,Prime Video,09-02-2026,"Dear User, INR 1997 spent on Prime Video at 09-02-2026. Ref: 8932742.",Entertainment
1027,Indian Oil,14-01-2026,You paid Rs 1027 at Indian Oil via POS on 14-01-2026.,Travel
1334,Metro,31-01-2026,You paid Rs 1334 at Metro via POS on 31-01-2026.,Travel
1927,Metro,03-02-2026,Paid Rs 1927 to Metro via UPI on 03-02-2026. Txn ID: 998877.,Travel
843,BigBasket,23-01-2026,You paid Rs 843 at BigBasket via POS on 23-01-2026.,Groceries
916,S,21-01-2026,Paid Rs 916 to SonyLIV via UPI on 21-01-2026. Txn ID: 998877.,Entertainment
1600,PVR,13-01-2026,Txn of INR 1600 done at PVR on 13-01-2026 using UPI.,Entertainment
427,30-01-2026 to Metro,30-01-2026,Rs. 427 debited from a/c ending XX1234 on 30-01-2026 to Metro. Avl Bal: Rs 15000.,Travel
1069,McD,24-01-2026,UPI txn of Rs 1069 to McDonalds on 24-01-2026 is successful.,Food
1528,Metro,04-02-2026,Txn of INR 1528 done at Metro on 04-02-2026 using UPI.,Travel
1980,Spencers,22-01-2026,UPI txn of Rs 1980 to Spencers on 22-01-2026 is successful.,Groceries
1192,Subway,21-01-2026,You paid Rs 1192 at Subway via POS on 21-01-2026.,Food
958,Prime Video,02-02-2026,"Dear User, INR 958 spent on Prime Video at 02-02-2026. Ref: 8932742.",Entertainment
1024,Cafe Coffee Day,10-01-2026,"Dear User, INR 1024 spent on Cafe Coffee Day at 10-01-2026. Ref: 8932742.",Food
535,12-01-2026 to McD,12-01-2026,Rs. 535 debited from a/c ending XX1234 on 12-01-2026 to McDonalds. Avl Bal: Rs 15000.,Food
522,Spotify,17-01-2026,You paid Rs 522 at Spotify via POS on 17-01-2026.,Entertainment
995,KFC,11-01-2026,UPI txn of Rs 995 to KFC on 11-01-2026 is successful.,Food
192,KFC,21-01-2026,Alert: You have spent Rs 192 at KFC on 21-01-2026. Clear bal: Rs. 1200.00,Food
1507,card ending 4455,16-01-2026,INR 1507 charged on card ending 4455 at More Supermarket on 16-01-2026.,Groceries
974,Rapido,08-02-2026,Txn of INR 974 done at Rapido on 08-02-2026 using UPI.,Travel
979,Myntra,01-02-2026,You paid Rs 979 at Myntra via POS on 01-02-2026.,Shopping
1265,Haldirams,10-01-2026,You paid Rs 1265 at Haldirams via POS on 10-01-2026.,Food
1818,Blinkit,09-02-2026,Paid Rs 1818 to Blinkit via UPI on 09-02-2026. Txn ID: 998877.,Groceries
1566,IRCTC,26-01-2026,UPI txn of Rs 1566 to IRCTC on 26-01-2026 is successful.,Travel
873,1mg,05-02-2026,Paid Rs 873 to 1mg via UPI on 05-02-2026. Txn ID: 998877.,Health
324,Apollo Pharmacy,01-02-2026,UPI txn of Rs 324 to Apollo Pharmacy on 01-02-2026 is successful.,Health
81,Spencers,06-02-2026,You paid Rs 81 at Spencers via POS on 06-02-2026.,Groceries
1386,BigBasket,07-02-2026,UPI txn of Rs 1386 to BigBasket on 07-02-2026 is successful.,Groceries
355,Gym Membership,23-01-2026,Alert: You have spent Rs 355 at Gym Membership on 23-01-2026. Clear bal: Rs. 1200.00,Health
456,More Supermarket,16-01-2026,Paid Rs 456 to More Supermarket via UPI on 16-01-2026. Txn ID: 998877.,Groceries
299,Starbucks,02-02-2026,Txn of INR 299 done at Starbucks on 02-02-2026 using UPI.,Food
971,Zom,24-01-2026,"Dear User, INR 971 spent on Zomato at 24-01-2026. Ref: 8932742.",Food
3200,Flipkart,27-01-2026,Alert: You have spent Rs 3200 at Flipkart on 27-01-2026. Clear bal: Rs. 1200.00,Shopping
1927,card ending 4455,13-01-2026,INR 1927 charged on card ending 4455 at Prime Video on 13-01-2026.,Entertainment
740,Swiggy,09-02-2026,Alert: You have spent Rs 740 at Swiggy on 09-02-2026. Clear bal: Rs. 1200.00,Food
1139,Dr Lal P,11-01-2026,Txn of INR 1139 done at Dr Lal Pathlabs on 11-01-2026 using UPI.,Health
1751,Practo,18-01-2026,Alert: You have spent Rs 1751 at Practo on 18-01-2026. Clear bal: Rs. 1200.00,Health
2418,Reliance Trends,19-01-2026,"Dear User, INR 2418 spent on Reliance Trends at 19-01-2026. Ref: 8932742.",Shopping
1782,RedBus,11-01-2026,Acct XX999 debited by Rs 1782 for RedBus on 11-01-2026.,Travel
1049,Dmart,23-01-2026,UPI txn of Rs 1049 to Dmart on 23-01-2026 is successful.,Groceries
1488,More Supermarket,03-02-2026,"Dear User, INR 1488 spent on More Supermarket at 03-02-2026. Ref: 8932742.",Groceries
4599,Amaz,28-01-2026,Paid Rs 4599 to Amazon via UPI on 28-01-2026. Txn ID: 998877.,Shopping
2887,card ending 4455,19-01-2026,INR 2887 charged on card ending 4455 at Decathlon on 19-01-2026.,Shopping
4640,card ending 4455,05-02-2026,INR 4640 charged on card ending 4455 at Nike on 05-02-2026.,Shopping
1514,Ola,02-02-2026,You paid Rs 1514 at Ola via POS on 02-02-2026.,Travel
515,Pizza Hut,18-01-2026,UPI txn of Rs 515 to Pizza Hut on 18-01-2026 is successful.,Food
1849,SpiceJet,30-01-2026,Txn of INR 1849 done at SpiceJet on 30-01-2026 using UPI.,Travel
496,Starbucks,13-01-2026,Txn of INR 496 done at Starbucks on 13-01-2026 using UPI.,Food
1814,Amaz,16-01-2026,You paid Rs 1814 at Amazon via POS on 16-01-2026.,Shopping
1113,Metro,29-01-2026,Acct XX999 debited by Rs 1113 for Metro on 29-01-2026.,Travel
2247,Dec,19-01-2026,Acct XX999 debited by Rs 2247 for Decathlon on 19-01-2026.,Shopping
1065,Apollo Pharmacy,20-01-2026,Alert: You have spent Rs 1065 at Apollo Pharmacy on 20-01-2026. Clear bal: Rs. 1200.00,Health
504,Gaana,17-01-2026,UPI txn of Rs 504 to Gaana on 17-01-2026 is successful.,Entertainment
127,Netflix,01-02-2026,Txn of INR 127 done at Netflix on 01-02-2026 using UPI.,Entertainment
1291,Swiggy,24-01-2026,UPI txn of Rs 1291 to Swiggy on 24-01-2026 is successful.,Food
1985,Practo,27-01-2026,UPI txn of Rs 1985 to Practo on 27-01-2026 is successful.,Health
971,Gaana,31-01-2026,UPI txn of Rs 971 to Gaana on 31-01-2026 is successful.,Entertainment
2780,Reliance Trends,25-01-2026,"Dear User, INR 2780 spent on Reliance Trends at 25-01-2026. Ref: 8932742.",Shopping
892,Subway,10-01-2026,Alert: You have spent Rs 892 at Subway on 10-01-2026. Clear bal: Rs. 1200.00,Food
788,Netflix,24-01-2026,Txn of INR 788 done at Netflix on 24-01-2026 using UPI.,Entertainment
1225,More Supermarket,13-01-2026,Acct XX999 debited by Rs 1225 for More Supermarket on 13-01-2026.,Groceries
4907,Zara,23-01-2026,"Dear User, INR 4907 spent on Zara at 23-01-2026. Ref: 8932742.",Shopping
899,Ola,21-01-2026,You paid Rs 899 at Ola via POS on 21-01-2026.,Travel
371,20-01-2026 to Hotstar,20-01-2026,Rs. 371 debited from a/c ending XX1234 on 20-01-2026 to Hotstar. Avl Bal: Rs 15000.,Entertainment
697,Nike,11-01-2026,Acct XX999 debited by Rs 697 for Nike on 11-01-2026.,Shopping
4947,Flipkart,26-01-2026,"Dear User, INR 4947 spent on Flipkart at 26-01-2026. Ref: 8932742.",Shopping
402,Apollo Pharmacy,07-02-2026,Txn of INR 402 done at Apollo Pharmacy on 07-02-2026 using UPI.,Health
